review_id,timestamp,sentiment,language,country,playtime_hours,helpful_votes,recommendation,review_text,source
221416688,2026-03-22T18:34:43+00:00,positive,russian,,7.85,0,recommended,"прохожу компанию, все четко, как будет дальше посмотрим, но пока огонь игра",Steam
221415812,2026-03-22T18:25:38+00:00,positive,german,,19.17,0,recommended,Histiri ist Top aber entwiklung baum ist schwah,Steam
221410211,2026-03-22T17:27:38+00:00,positive,koreana,,48.58,0,recommended,똥겜이어도 아는 맛이라서 좋은걸,Steam
221407654,2026-03-22T17:02:24+00:00,positive,turkish,,6.38,0,recommended,keyifli oyun tavsiye ederim,Steam
221405017,2026-03-22T16:35:35+00:00,negative,schinese,,348.08,0,not_recommended,司马暴雪就跟狗一样，改不了吃屎，但凡你有一点想信任它，它就要背刺你并狠狠地嘲讽你是个傻福。,Steam
221404534,2026-03-22T16:31:05+00:00,positive,spanish,,65.57,0,recommended,ta bueno,Steam
221398165,2026-03-22T15:29:48+00:00,positive,russian,,8.13,0,recommended,OHUENAYA,Steam
221397313,2026-03-22T15:22:10+00:00,positive,english,,409.92,1,recommended,"Maybe the best CASUAL ARPG. You can pick it up, run a few dungeons, kill a few boses, maybe do a few runs of the pits or even helltides and not worry about missing a lot. The seasons keep the gameplay fresh, even though the mechanics are often recycled. The season journey gives you goals that can easily be skiped, since they are not needed to progress the journey.    Best game to pickup when a new season starts, play a week or two and forget untill the next season.    From the technical side, the game runs very well, albeit lags a bit when you enter a major city.    A solid 8/10.",Steam
221396376,2026-03-22T15:12:46+00:00,negative,schinese,,16.38,0,not_recommended,🙅‍♀️？？？？？？？？？？？,Steam
221396275,2026-03-22T15:11:51+00:00,positive,brazilian,,26.12,1,recommended,Gostei bastante do jogo e o desconto veio no dia do meu aniversario então parabens pra mim e pelo jogo exelente gostei tanto que vou comprar as dlcs se tives promoção mais ainda.,Steam
221393785,2026-03-22T14:47:50+00:00,positive,brazilian,,143.02,0,recommended,Jogo muito bom,Steam
221387562,2026-03-22T13:43:55+00:00,negative,schinese,,55.15,0,not_recommended,DLC傲慢的定价,Steam
221387464,2026-03-22T13:42:47+00:00,positive,schinese,,107.08,0,recommended,虽然对于那些深度玩家来说可能有很多缺陷，但对于我这种只会抄bd然后刷刷刷的玩家来说，体验刚刚好,Steam
221384767,2026-03-22T13:14:21+00:00,positive,ukrainian,,77.92,0,recommended,Мнєсо,Steam
221380225,2026-03-22T12:23:05+00:00,positive,schinese,,9.65,0,recommended,我的电脑是顶配了，为什么总是闪退！尤其打永恒之牢地下城！闪退3次了！,Steam
221373553,2026-03-22T10:59:59+00:00,negative,schinese,,117.9,0,not_recommended,"别买这个游戏 当年国区四百大洋买了DOC 现在直接捆绑销售 而且不让分开买，暴雪的吃相真他妈难看，而且内容玩法一直套用老内容，就没有任何创新，,永远是教玩家玩游戏永远不可把玩家当人",Steam
221371691,2026-03-22T10:35:45+00:00,positive,schinese,,10.15,0,recommended,6,Steam
221370410,2026-03-22T10:19:21+00:00,positive,schinese,,197.73,0,recommended,qwer  1234,Steam
221368664,2026-03-22T09:54:58+00:00,positive,english,,5.52,0,recommended,"Good game, i like diablo Bad prices, steam sale slams",Steam
221367819,2026-03-22T09:43:49+00:00,negative,polish,,114.9,0,not_recommended,"Diablo 4 nie satysfakcję tak jak diablo 2 resurrected infernal, bo jest za łatwa D2 zawsze chodziło o rozbudowę postaci dzięki znajdywaniu fajnych kremów bez tego jesteś leszczem w tym cała satysfakcja, w następnych częściach jest to zatracone, w d4 po godzinie grania wypadają ci buty 30 do obrony a po 5 godzinach 300 do obronny",Steam
221366762,2026-03-22T09:29:26+00:00,positive,schinese,,267.35,0,recommended,刷的不是很爽,Steam
221366722,2026-03-22T09:28:52+00:00,positive,italian,,12.08,0,recommended,davvero un bel gioco consiglio,Steam
221361849,2026-03-22T08:19:43+00:00,negative,schinese,,20.03,3,not_recommended,"垃圾公司，惡意封號，欺詐玩家！ 本人在香港區購買此遊戲，原本只想安安分分體驗劇情，結果才剛跑完本體劇情，帳號就無緣無故被封鎖。我從未參與過任何遊戲內交易，更沒有使用過任何第三方非法程式，結果暴雪竟然以所謂的「數據異常」為由，直接抹殺玩家的努力與財產。 這根本就是赤裸裸的搶劫！暴雪現在已經淪落成一家只會收錢、不負責任的流氓公司。對於這種店大欺客、隨意處置玩家帳號的傲慢行為，我表示最強烈的譴責。這家公司已經失去靈魂，完全不尊重玩家。 這種垃圾公司早該倒閉！祝你們早日破產！大家千萬不要買這家的任何產品，否則你的錢就像掉進鹹水海，隨時會被他們無理收回。 TRASH COMPANY, UNJUST BANNED, STEALING FROM PLAYERS! I purchased this game in the Hong Kong region. I only played through the main campaign and haven't even touched any trading systems or used any third-party software. Yet, Blizzard banned my account for no reason, citing ""data abnormality."" This is straight-up robbery. Blizzard has devolved into a rogue company that takes your money and treats its customers like trash. I haven't violated any TOS, yet my progress and investment were wiped out overnight. Their arrogance and lack of transparency are disgusting. Blizzard deserves to go bankrupt for how they treat their loyal player base. They have no soul and zero respect for consumers. Do yourself a favor and stay away from any Blizzard products unless you want your money stolen. I hope this company collapses and stays out of the industry for good!",Steam
221360541,2026-03-22T08:00:51+00:00,negative,schinese,,216.55,2,not_recommended,S12赛季：屎一样的赛季，折磨4屠宰场不出先祖，赛季词条纯垃圾几乎没有伤害提升。 策划被屠夫屠家了吧，那么喜欢B屠夫？梦魇地下城词条能想象出屠夫一个接一个出的真是小天才。 玩的无限浩劫压制德子，折磨3巢穴boss打完进折磨4，明明打打地狱狂潮都没啥问题，您猜怎么着？回折磨1打个赛季炼狱，打不动那个B屠夫。这还只是加15的词条，没见过哪个游戏给怪强化是直接提升一个难度的，我在玩折磨三体验折磨5的难度是吧。 赛季门票都司马了，那打打正常门票吧，不好意思，正常门票出率巨低，打到巅峰160级，连黄色的普通狂潮罗盘都没攒到10位数。 总结：狗屎赛季，找不到发育方向,Steam
221360172,2026-03-22T07:55:31+00:00,positive,czech,,40.62,0,recommended,.,Steam
221360124,2026-03-22T07:54:48+00:00,positive,schinese,,6.78,1,recommended,刷,Steam
221360073,2026-03-22T07:53:52+00:00,positive,schinese,,552.15,0,recommended,好玩,Steam
221356861,2026-03-22T07:03:56+00:00,negative,russian,,31.85,2,not_recommended,"Был когда-то Diablo II. Тёмный, беспощадный, честный. Он не просил тебя оставаться — он просто был настолько хорош, что ты не уходил. Tristram горел на горизонте. Каждый акт был путешествием в другой мир. Каждый уникальный предмет мог изменить твой билд навсегда. Игра уважала твоё время, твой интеллект и твою ненависть к Бааль-лорду.  Diablo IV — это то, что происходит, когда люди которые делали игру мертвы внутри, а живые люди смотрят только на retention-метрики.  «150 гигабайт. Чтобы нажимать одну кнопку и смотреть как циферки растут.» Бесконечная белка Diablo IV построен не как игра, а как клетка. Не как история которую ты проходишь — а как конвейер который тебя перемалывает. Сезоны, battlepass, ежедневные квесты, бесконечные парагоны — всё это не ""контент"". Это механизм удержания. Это мобильная дрочильня в AAA-обёртке за AAA-деньги.  Начальные квесты? Убей 40 скелетов. Теперь убей 60. Теперь убей 80. Нарратив существует между убийствами как слабое оправдание следующей волны врагов. История — просто туториал к гринду, который никогда не заканчивается и никуда не ведёт.  «Они пытались сделать Path of Exile, но у них не получилось ни POE, ни история. Получился выкидыш из жопы обоих жанров.»  Те кто защищают D4 говорят: ""раскрывается после 60 часов"". Это не защита — это приговор. Игра которая 60 часов плохая — плохо спроектированная игра. Точка.",Steam
221356228,2026-03-22T06:54:04+00:00,positive,english,,25.35,1,recommended,really jewish. like really REALLY jewish marketing with STUPIDLY expensive everything but the game is chill and lowkey alot of fun so it depends on how much you wanna look cool if its worth it to you or not,Steam
221354888,2026-03-22T06:31:28+00:00,positive,english,,68.42,0,recommended,It's pretty good I guess.,Steam
221354761,2026-03-22T06:29:32+00:00,positive,spanish,,6.22,0,recommended,"yo berserker, yo matar",Steam
221354515,2026-03-22T06:25:37+00:00,negative,english,,185.45,4,not_recommended,"Ya know . . . I spend money on you, and a lot by the way and what do I get in return? A buggy bowl of ♥♥♥♥. So many builds in the game now feel like complete dog water. Fool me once, shame on you. Fool me twice? I just keep getting fooled cause I'm the ♥♥♥♥♥♥♥ idiot who thinks their favorite IP can be saved. You're a AAA studio, start ♥♥♥♥♥♥♥ QCing like it.",Steam
221354337,2026-03-22T06:22:58+00:00,negative,schinese,,277.35,2,not_recommended,莫名其妙的封号,Steam
221352955,2026-03-22T05:59:35+00:00,negative,schinese,,3.37,2,not_recommended,才刚开始玩到10来级，啥都没干就直接封号了，你要推网易的就别在国服上steam啊,Steam
221351476,2026-03-22T05:35:42+00:00,positive,english,,1.2,0,recommended,"nice game fr, played for a lil over an hour. then got disconnected, when trying to play again it kept giving me an error. 10/10 will try again later",Steam
221350103,2026-03-22T05:13:55+00:00,positive,english,,32.12,0,recommended,Love it!,Steam
221349217,2026-03-22T04:59:34+00:00,negative,schinese,,12.17,0,not_recommended,网络延迟卡的要死，土豆服务器,Steam
221347368,2026-03-22T04:30:56+00:00,positive,brazilian,,119.77,0,recommended,"Extremamente viciante e farm realmente massivo, você anseia cada vez mais e mais em ter mais poder pra matar o diabo, incrível",Steam
221343696,2026-03-22T03:35:36+00:00,positive,schinese,,16.67,0,recommended,暗黑国服不开加速器为什么也那么卡？还是说暗黑的服务器在海外啊,Steam
221341246,2026-03-22T02:59:04+00:00,negative,schinese,,66.82,0,not_recommended,dlc2包含了dlc1，相当于买了dlc1的人还要再掏一份钱，差评里的差评,Steam
221338987,2026-03-22T02:26:46+00:00,positive,schinese,,16.33,0,recommended,嗯，说不出来怎么个好玩法，就是很上头,Steam
221338355,2026-03-22T02:16:22+00:00,positive,english,,14.8,26,recommended,"I already had this game, but I was waiting for the Paladin class to acquire it on STEAM. Which is the ultimate platform to anihilate evil with holy retribution.",Steam
221336021,2026-03-22T01:40:56+00:00,negative,english,,6.95,1,not_recommended,Hard locked my pc 3 times in 6 hours straight garbage!,Steam
221335529,2026-03-22T01:34:02+00:00,negative,schinese,,465.42,4,not_recommended,我想劝所有人都不要继续在这款游戏消费，无论是游戏本体、DLC还是白金币。我的账号在本周被毫无预兆的封了，在两次申诉无果之后，他们把继续申诉的入口都给关闭了。如果你也入坑这个游戏，搞不好你可能会是下一个。 ----------------------------------------------- 先说封号本身，封号时间3月17日，以下是封号邮件原文： ----------------------------------------------- 懲處內容：帳號永久關閉 違規事項：使用惡意第三方軟體  由於此帳號涉及使用未授權的作弊程式，我們對此帳號採取永久關閉的處分。這些程式為角色提供一般遊戲無法達成的利益，足以影響《暗黑破壞神 IV》遊戲環境的公平性。  帳號持有人必須為此帳號的所有行為負責。為了保障其他玩家的權益以及本公司服務的品質，我們會依據暴雪最終用戶授權協議（https://blizzard.com/company/legal/eula.html）對帳號進行暫時凍結或永久關閉等懲處。  我們不會輕易進行帳號懲處。我們的團隊會在取得相關證據並經過審慎評估之後，才會對您的帳號進行永久關閉的懲處。我們的客服支援無法推翻這些懲處。  敬祝 安好 ----------------------------------------------- 就是这样一份模板化内容就可以封号了，后续还有两份申诉回复内容，结论类似，就是让你自查。他们不会告诉你具体的违规角色、违规时间、违规原因，也没有说具体是什么恶意第三方软件，就扔了一份模板内容，随便定了一个罪让你自查，过程里只有冷漠和傲慢。 ----------------------------------------------- 这让我重新审视了一下这个游戏： - 你能想象这是一个每个赛季都有无数恶意BUG的游戏么？有伤害爆炸的BUG、有卡经验的BUG、有跳关直接打完地下城的BUG、有自动出怪的BUG。利用这些BUG的玩家在整个游戏里到处都是，而被封号的，是没蹭上BUG红利的我。  - 你能想象这是一个每个赛季都有大量复制道具的游戏么？有复制的装备、复制的BOSS门票、复制的各种材料。买卖这些复制道具的玩家在整个游戏里到处都是，而被封号的，是没蹭上复制红利的我。  - 你能想象这是一个部分职业的BD一定要鼠标宏才能玩的游戏么？B站上有大量教玩家使用官方推荐的罗技鼠标宏的内容，我现在很好奇官方是否真的接受玩家使用罗技鼠标宏了。不过估计他们也懒得费时费力做这些声明了，毕竟封号比较快。  - 这个游戏还有各种渠道有低价的白金币在诱惑你，我有点后悔我的白金币都是原价官方渠道购买的了。  - 哦，对了这还是一个没办法从中国大陆直连的游戏，一定得使用加速器才能正常游玩，我也不知道加速器算不算官方口中的惡意第三方軟體。  总之，玩这个游戏风险还是太大了，这也是为什么我劝大家别买了。 ----------------------------------------------- 另外，有玩家认为使用中文BattleTag或中文游戏名，可能会加大封号力度，猜测的原因是官方想把人赶回国服再消费一次。对此想法的真伪我不做判断，不过我发现Steam评论区里，中文内容提及封号的比例远远高于其他语言。 ----------------------------------------------- 作为一个玩过星际争霸、魔兽争霸、魔兽世界、炉石传说、风暴英雄、暗黑2/3/4的玩家，我现在想说这个公司真TM该死。 暴雪已经不是以前的暴雪，从一个伟大的游戏公司，变成了一个傲慢的商业组织。 这已经是一个不把老玩家当人的公司： 1.在魔兽世界时期，玩家需要月卡的时候推点卡，现在需要点卡的时候改月卡，顺便把老用户的点数也强制改了月卡。 2.现在暗黑4的DLC2包含DLC1，买DLC2可以免费获得DLC1，但是买过DLC1的老玩家，需要原价买DLC2。 3.无理由封号，不需要提供证据和说明，反正就一套模板回复过来，就可以封号了。 ----------------------------------------------- 最后，暴雪，我去你妈的。,Steam
221335456,2026-03-22T01:32:51+00:00,negative,german,,1177.3,0,not_recommended,"Season 12 ist ein Desaster... Fehler über Fehler vergrätzen einem den Spielspaß... am Dienstag kommt ein Patch raus, mal schauen was das bringt... Ansonsten kann man mit Season 12 sehr gut die Spielmechaniken üben..  Leider in dieser Verfassung nicht empfehlenswert...",Steam
221333870,2026-03-22T01:10:06+00:00,negative,schinese,,199.73,1,not_recommended,祝早死,Steam
221333738,2026-03-22T01:08:01+00:00,negative,english,,89.6,3,not_recommended,"if not for every ""expansion"" there's a new class that's locked behind a paywall basically, specially there's even in-game battle-pass. feels like they're just trying to milk money as much as possible but hey it's blizzard. the base game on itself is good and pretty worth it but if you want to play almost everything including the expansions, new classes and stuff prepare to spend alot.",Steam
221332736,2026-03-22T00:52:48+00:00,negative,german,,14.23,0,not_recommended,"This game is full of bugs. Cannot equip cosmetics. Get kicked out of the game at the end of a dungeon, all dungeon progress lost. Memory leaks. Bugs don't get fixed. But at least, we have a fcking micro transaction shop with a lot of bs like battle pass and more cosmetics (that cannot be equipped lol). Would be a decent game, if it was playable.",Steam
221332271,2026-03-22T00:45:49+00:00,positive,english,,142.33,0,recommended,Bonk,Steam
221331940,2026-03-22T00:40:58+00:00,positive,schinese,,6.73,0,recommended,挺好的,Steam
221324641,2026-03-21T22:57:48+00:00,positive,brazilian,,3.67,0,recommended,"até agora está no mesmo nivel do terceiro game, vamos ver",Steam
221320787,2026-03-21T22:08:50+00:00,positive,brazilian,,50.47,0,recommended,Melhor Diablo depois do 2,Steam
221317518,2026-03-21T21:30:25+00:00,positive,russian,,10.95,0,recommended,good,Steam
221313768,2026-03-21T20:47:05+00:00,positive,latam,,43.77,0,recommended,Sí.,Steam
221313695,2026-03-21T20:46:04+00:00,positive,english,,9.42,0,recommended,"I am now playing this for 2hours. I do enjoy the game at the moment however after about 45 minutes of playing, the game starts to lag, I get teleported to places where I was like 3 minutes ago, I can not interact with items or mobs. This has happened 2 times in my almost 2 hr gameplay. Sad :(",Steam
221309323,2026-03-21T19:56:47+00:00,positive,english,,44.05,0,recommended,"Love this game, great to just sit back and relax with and the new seasons mix up the gameplay every few months. As a Steam Deck player, I’m streaming this through GeForce Now and it looks and runs amazing!",Steam
221308198,2026-03-21T19:44:34+00:00,negative,english,,65.53,1,not_recommended,Don't,Steam
221306750,2026-03-21T19:29:39+00:00,negative,swedish,,326.17,0,not_recommended,SCAM  Kan inte ens starta spelet efter senaste uppdatering . Har betalat totalt 116 euro för ett spel + DLC som inte fungerar,Steam
221305117,2026-03-21T19:11:51+00:00,positive,english,,11.93,0,recommended,great cool down games from fps games and great for late nights with friends,Steam
221303340,2026-03-21T18:53:21+00:00,positive,schinese,,13.67,0,recommended,我为什么没办法在游戏里充白金币啊？为什么啊，都不显示下面的钱，然后一点就显示交易失败,Steam
221303051,2026-03-21T18:50:13+00:00,positive,russian,,89.37,1,recommended,"ну если честно ,это игра чисто по кайфу залететь на недельку в сезон ,дальше просто душка   есть мета и есть не мета   если не мета жди мету что бы закрыли боссика   если мета ,заходишь и в соло закрываешь босика либо берешь 3 валенка что бы раздуть лут шанс дропа",Steam
221300754,2026-03-21T18:26:32+00:00,positive,english,,0.15,0,recommended,"i guess i recommend, just kinda wasn't for me, but there were some really great things i liked",Steam
221298414,2026-03-21T18:02:33+00:00,positive,brazilian,,91.98,0,recommended,EXCELENTE JOGO RECOMENDO A TODOS,Steam
221297640,2026-03-21T17:54:44+00:00,positive,english,,11.98,0,recommended,FUN!,Steam
221294318,2026-03-21T17:20:12+00:00,positive,schinese,,18.12,0,recommended,DLC还搞捆绑销售TMD 穷疯了,Steam
221293325,2026-03-21T17:09:56+00:00,negative,russian,,16.43,2,not_recommended,Худшая часть в лучшем техническом исполнении,Steam
221293195,2026-03-21T17:08:36+00:00,positive,english,,227.58,0,recommended,Good in bursts.,Steam
221293095,2026-03-21T17:07:34+00:00,positive,russian,,113.13,0,recommended,отличная игра,Steam
221292742,2026-03-21T17:04:09+00:00,negative,russian,,30.3,1,not_recommended,"Покупал только ради прохождения компании. Но в итоге кроме роликов (которые можно и так посмотреть) интереса нет. Основная претензия - ОЧЕНЬ ОЧЕНЬ ОЧЕНЬ ЛЕГКО. А сложность не повысить, пока компанию не пройдёшь ))))",Steam
221289600,2026-03-21T16:31:40+00:00,positive,russian,,20.42,0,recommended,10 убер босов из 10,Steam
221285764,2026-03-21T15:54:04+00:00,negative,german,,18.67,0,not_recommended,geht game nervt,Steam
221283700,2026-03-21T15:34:58+00:00,positive,schinese,,20.92,1,recommended,每天两眼一争就是给暴雪当狗,Steam
221283075,2026-03-21T15:29:10+00:00,positive,english,,9.77,0,recommended,AWANTIAAAAAAAA,Steam
221279626,2026-03-21T14:57:00+00:00,positive,brazilian,,69.12,0,recommended,Bom demais,Steam
221277454,2026-03-21T14:35:43+00:00,positive,english,,18.8,0,recommended,"Its fun, runs well, and has a lot of content for the current price tag.",Steam
221270781,2026-03-21T13:27:06+00:00,positive,english,,193.42,3,recommended,Blizzard makes drugs disguised as video games.,Steam
221267954,2026-03-21T12:56:16+00:00,positive,koreana,,6.55,1,recommended,불면증 치료겜,Steam
221264285,2026-03-21T12:14:20+00:00,negative,russian,,37.53,6,not_recommended,"СЖВ-кал со всеми вытекающими:  - Ущербный геймплей - Прянично-конфетный дизайн локаций, монстров, интерфейса - Лысые ниграбабы - Ощущение, будто играешь в мобилку - Тонны ненужного неинтересного сюжета, написанного подмышечными розововолосыми жирухами - Реализация WASD это просто какая-то шутка - Весь бюджет ушёл в спонсирование культурмарксисткой повестки. Сравните, хотя бы, анимации в Path of Exile 2 раннего доступа и в этом нищем высере  Из плюсов - догадались до какой-никакой кастомизации (даунам из GGG на заметку)  Вердикт - посредственный СЖВ PoE'блоид для детей рядовых мещан, не заслуживающий ваших денег и, тем более, времени.",Steam
221263405,2026-03-21T12:04:19+00:00,positive,english,,10.6,1,recommended,It's a really good rpg game!,Steam
221261669,2026-03-21T11:44:02+00:00,negative,schinese,,125.32,0,not_recommended,一开始还是很好玩的，越玩越无聊，圣骑士很帅，构筑勉强算自由,Steam
221259864,2026-03-21T11:21:26+00:00,positive,english,,573.5,1,recommended,"Best part of this game is the character building. Getting new better gear, pushing the game difficulty limits. Off to the tweaking that paragon board getting (and gear tampering) to Torment 4 difficulty then with the excessive grinding in that paragon 230-250 range getting bored just to play something else until the next season.  Love it.",Steam
221256824,2026-03-21T10:42:34+00:00,positive,polish,,11.73,0,recommended,great,Steam
221254304,2026-03-21T10:10:20+00:00,negative,schinese,,565.42,1,not_recommended,无缘无故就封号,Steam
221251068,2026-03-21T09:26:48+00:00,positive,schinese,,2460.13,2,recommended,看似宏大压抑、实则一辈子都在重复刷同几张图、只为一堆数值更好看的电子垃圾,Steam
221248051,2026-03-21T08:44:41+00:00,positive,polish,,0.62,0,recommended,"In my opinion, Diablo IV is a very good game, especially for people who like hack-and-slash games. The game has a dark atmosphere and an interesting story that can keep players engaged for a long time. I also like the combat system because it is dynamic and satisfying when defeating enemies and collecting new loot.  Another big advantage is the large open world and the ability to develop your character in different ways, so everyone can play in their own style.",Steam
221245282,2026-03-21T08:03:30+00:00,negative,schinese,,246.83,2,not_recommended,恶心老玩家，真好，买dlc2送dlc1,Steam
221244605,2026-03-21T07:52:33+00:00,positive,english,,860.77,1,recommended,sometimes boring but also fun,Steam
221244241,2026-03-21T07:47:04+00:00,negative,schinese,,62.32,2,not_recommended,妈的暴雪网易两个畜生  dlc2里面包含dlc1，已经有dlc1的玩家买dlc2却没有一点减免相当于老玩家平白无故为了dlc1花了两次钱 还尼玛的涨价 拿这钱给你暴雪和网易全家人烧点纸吧,Steam
221235662,2026-03-21T05:31:43+00:00,positive,schinese,,64.25,0,recommended,还行,Steam
221235292,2026-03-21T05:26:08+00:00,negative,schinese,,103.22,0,not_recommended,我真是草死你们的马暴雪，你妈了比的，说封就封？,Steam
221235263,2026-03-21T05:25:40+00:00,negative,schinese,,61.42,0,not_recommended,别买，啥都没干直接封号，多看看评论，真的别买,Steam
221234817,2026-03-21T05:18:41+00:00,positive,english,,16.02,1,recommended,I like Diablo lV,Steam
221234778,2026-03-21T05:18:08+00:00,positive,koreana,,92.02,0,recommended,"초반 성장 그리고 캐릭터 빌드가 다양해서 좋은 겜, 다만 DLC가 너무 비쌈.",Steam
221233825,2026-03-21T05:03:19+00:00,positive,spanish,,32.42,0,recommended,juego qlo pastero,Steam
221233729,2026-03-21T05:01:52+00:00,positive,portuguese,,191.22,0,recommended,Muito bom!,Steam
221226462,2026-03-21T03:17:36+00:00,negative,english,,33.6,9,not_recommended,"They lost the plot with D3,  and didn't find it with D4.     Sure, it has it's moments, it plays decently - the issue is the creation of a product, and the vain and pathetic attempt to CATER to an audience rather than to make something to stand of it's own accord.    They should have locked themselves away for a number of years, ignoring what everyone else is doing, get an old comp with Diablo 1 on it, play that- remember WHAT made it great, and bring back that vibe.",Steam
221222898,2026-03-21T02:25:58+00:00,negative,french,,14.65,0,not_recommended,"un jeux facile à farmer  je ne recomanderais pas ce jeu, car à partir du moment ou la connexion fait littéralement bug tout le jeux ? les menus, quitter la partie, lorsque la connexion est instable tout explose.   pouvoir faire la quête principale en hors ligne serait la moindre des chose",Steam
221220522,2026-03-21T01:51:57+00:00,positive,english,,10.78,0,recommended,Played this game on the ps5 enjoyed it and transferred to pc and enjoy it much more,Steam
221219844,2026-03-21T01:40:54+00:00,positive,english,,80.0,2,recommended,"I've been playing Diablo 4 for a while now, and I have to say, it really lives up to the hype. The graphics are stunning, with detailed environments that make exploring feel fresh and immersive. The combat feels smooth and satisfying, especially with the variety of skills and builds you can experiment with. I love how the game balances classic Diablo elements with new mechanics that keep things exciting.  The story is engaging without being overly complicated, and the world feels alive with plenty of side quests and secrets to discover. The multiplayer experience is solid too—playing with friends adds a whole new layer of fun and strategy.  What really stands out to me is the attention to detail in the character customization and loot system. Finding that perfect gear and tweaking your build to fit your playstyle is incredibly rewarding.  Overall, Diablo 4 has been a fantastic experience. Whether you're a longtime fan or new to the series, this game offers a great mix of nostalgia and innovation. Definitely worth the time and investment!",Steam
221219355,2026-03-21T01:33:46+00:00,positive,english,,20.9,0,recommended,"i like all of the diablo games, i havent played 1 at all tho. but ive played 2r, a lot of 3 and a decent bit of 4 and i like how each of them feel and play.  but i see where the community is coming from with blizzard shilling battlepasses and £30 expansions its pretty scummy. not awful since the battlepass stuff is all cosmetic but still pretty scummy.   the gameplay loop is a lot like diablo 3s so if you enjoyed that then you'll probally enjoy this too  characters are fun but rouge and spiritborn are absolute powerhouses, i got to level 60 on my rouge in 4-5 hours of just playing the game lmfao which is nuts it usually takes me quite a bit longer. i really enjoy how this plays like its smooth and fast pretty much just like 3 but its open world and some of the stuff from 3 makes a return like rifts but theyre called pits now. i cant really speak much about them since im pretty new to the torment+ difficulty stuff of 4.   but as a casual player im really enjoying it and having headroom to build craft is always nice but really overwhelming in some instances since theres just a lot to take in with legendary and other armour buffs and what works well optimal stats ect. also performance in some areas is pretty questionable i know i was having some frame drops but im not really surprised much since i know diablo is a really vfx intense game in some areas or segments but its been good outside of that.",Steam
221218540,2026-03-21T01:22:18+00:00,positive,english,,1000.27,0,recommended,Interesting story line.,Steam
